sep=,
Name,Price,Spread,RollLong,RollShort,PIP,PIPCost,MarginCost,Market,Multiplier,Commission,Symbol,Leverage,Lotsize,Base,Quote,Country,Group,Description
AGL.AU,10.520,0.0200,-6.81000,1.31000,0.010,0.00613821,0.65,UTC:23:01-04:59,1.00000000,0.07,AGL.AU,10,1.00,AGL.AU,AUD,AU,,AGL Energy Ltd
ALQ.AU,14.750,0.0200,-6.81000,1.31000,0.010,0.00613821,1.82,UTC:23:01-04:59,1.00000000,0.07,ALQ.AU,5,1.00,ALQ.AU,AUD,AU,,ALS Limited
AMP.AU,1.510,0.0050,-6.81000,1.31000,0.010,0.00613787,0.19,UTC:23:01-04:59,1.00000000,0.07,AMP.AU,5,1.00,AMP.AU,AUD,AU,,AMP Ltd
ANZ.AU,31.240,0.0100,-6.81000,1.06000,0.010,0.00613802,1.92,UTC:23:01-04:59,1.00000000,0.07,ANZ.AU,10,1.00,ANZ.AU,AUD,AU,,ANZ Group Holdings Ltd
APA.AU,6.680,0.0200,-6.81000,1.31000,0.010,0.00613802,0.41,UTC:23:01-04:59,1.00000000,0.07,APA.AU,10,1.00,APA.AU,AUD,AU,,APA Group
APE.AU,11.520,0.0300,-6.81000,0.81000,0.010,0.00613809,1.42,UTC:23:01-04:59,1.00000000,0.07,APE.AU,5,1.00,APE.AU,AUD,AU,,AP Eagers Pty Ltd
ARB.AU,41.270,0.0700,-6.81000,1.31000,0.010,0.00613809,5.08,UTC:23:01-04:59,1.00000000,0.07,ARB.AU,5,1.00,ARB.AU,AUD,AU,,ARB Corporation
ASX.AU,65.240,0.0800,-6.81000,1.31000,0.010,0.00613813,4.02,UTC:23:01-04:59,1.00000000,0.07,ASX.AU,10,1.00,ASX.AU,AUD,AU,,ASX Ltd
ABC.AU,3.180,0.0200,-6.81000,1.81000,0.010,0.00613825,0.59,UTC:23:01-04:59,1.00000000,0.07,ABC.AU,3,1.00,ABC.AU,AUD,AU,,Adelaide Brighton
AWC.AU,1.470,0.0050,-6.81000,1.81000,0.010,0.00613825,0.27,UTC:23:01-04:59,1.00000000,0.07,AWC.AU,3,1.00,AWC.AU,AUD,AU,,Alumina Ltd
AMC.AU,15.620,0.0200,-6.81000,1.31000,0.010,0.00613836,0.96,UTC:23:01-04:59,1.00000000,0.07,AMC.AU,10,1.00,AMC.AU,AUD,AU,,Amcor Plc
ALD.AU,28.430,0.0300,-6.81000,1.31000,0.010,0.00613843,3.50,UTC:23:01-04:59,1.00000000,0.07,ALD.AU,5,1.00,ALD.AU,AUD,AU,,Ampol Limited
ANN.AU,31.730,0.0400,-6.81000,1.31000,0.010,0.00613843,3.91,UTC:23:01-04:59,1.00000000,0.07,ANN.AU,5,1.00,ANN.AU,AUD,AU,,Ansell Ltd
ALL.AU,66.660,0.0500,-6.81000,1.31000,0.010,0.00613836,8.20,UTC:23:01-04:59,1.00000000,0.07,ALL.AU,5,1.00,ALL.AU,AUD,AU,,Aristocrat Leisure Limited
ALX.AU,4.820,0.0100,-6.81000,1.31000,0.010,0.00613843,0.30,UTC:23:01-04:59,1.00000000,0.07,ALX.AU,10,1.00,ALX.AU,AUD,AU,,Atlas Arteria
AZJ.AU,3.380,0.0100,-6.81000,1.31000,0.010,0.00613843,0.21,UTC:23:01-04:59,1.00000000,0.07,AZJ.AU,10,1.00,AZJ.AU,AUD,AU,,Aurizon Holdings Ltd
BHP.AU,40.430,0.0100,-6.81000,1.31000,0.010,0.00613843,2.49,UTC:23:01-04:59,1.00000000,0.07,BHP.AU,10,1.00,BHP.AU,AUD,AU,,BHP Group Ltd
BWP.AU,3.400,0.0100,-6.81000,1.06000,0.010,0.00613840,0.42,UTC:23:01-04:59,1.00000000,0.07,BWP.AU,5,1.00,BWP.AU,AUD,AU,,BWP Trust
BOQ.AU,6.610,0.0100,-6.81000,1.06000,0.010,0.00613828,0.81,UTC:23:01-04:59,1.00000000,0.07,BOQ.AU,5,1.00,BOQ.AU,AUD,AU,,Bank of Queensland
BAP.AU,4.550,0.0200,-6.81000,1.06000,0.010,0.00613821,0.85,UTC:23:01-04:59,1.00000000,0.07,BAP.AU,3,1.00,BAP.AU,AUD,AU,,Bapcor Ltd
BPT.AU,1.240,0.0050,-6.81000,1.06000,0.010,0.00613825,0.15,UTC:23:01-04:59,1.00000000,0.07,BPT.AU,5,1.00,BPT.AU,AUD,AU,,Beach Energy Ltd
BGA.AU,5.060,0.0200,-6.81000,1.06000,0.010,0.00613825,0.94,UTC:23:01-04:59,1.00000000,0.07,BGA.AU,3,1.00,BGA.AU,AUD,AU,,Bega Cheese Ltd
BEN.AU,12.570,0.0100,-6.81000,1.31000,0.010,0.00613832,0.77,UTC:23:01-04:59,1.00000000,0.07,BEN.AU,10,1.00,BEN.AU,AUD,AU,,Bendigo and Adelaide Bank
CRYP.AU,7.660,0.0200,-6.81000,1.81000,0.010,0.00613825,0.94,UTC:23:03-04:59,1.00000000,0.07,CRYP.AU,5,1.00,CRYP.AU,AUD,AU,,Betashares Crypto Innovators ETF
SQ2.AU,130.380,0.1100,-6.81000,0.81000,0.010,0.00613836,16.05,UTC:23:10-04:59,1.00000000,0.07,SQ2.AU,5,1.00,SQ2.AU,AUD,AU,,Block Inc CDI
BSL.AU,21.240,0.0200,-6.81000,1.31000,0.010,0.00613836,2.61,UTC:23:01-04:59,1.00000000,0.07,BSL.AU,5,1.00,BSL.AU,AUD,AU,,BlueScope Steel Ltd
BLD.AU,5.820,0.0600,-6.81000,1.81000,0.010,0.00613828,1.09,UTC:23:01-04:59,1.00000000,0.07,BLD.AU,3,1.00,BLD.AU,AUD,AU,,Boral Ltd
BXB.AU,19.290,0.0100,-6.81000,1.31000,0.010,0.00613843,1.19,UTC:23:01-04:59,1.00000000,0.07,BXB.AU,10,1.00,BXB.AU,AUD,AU,,Brambles Ltd
BRG.AU,31.460,0.0500,-6.81000,1.06000,0.010,0.00613847,3.88,UTC:23:01-04:59,1.00000000,0.07,BRG.AU,5,1.00,BRG.AU,AUD,AU,,Breville Group Ltd
BKW.AU,26.940,0.0500,-6.81000,1.06000,0.010,0.00613832,3.32,UTC:23:01-04:59,1.00000000,0.07,BKW.AU,5,1.00,BKW.AU,AUD,AU,,Brickworks Ltd
CSL.AU,285.550,0.1500,-6.81000,1.31000,0.010,0.00613836,17.57,UTC:23:03-04:59,1.00000000,0.07,CSL.AU,10,1.00,CSL.AU,AUD,AU,,CSL Ltd
CSR.AU,8.960,0.0100,-6.81000,1.81000,0.010,0.00613847,1.10,UTC:23:03-04:59,1.00000000,0.07,CSR.AU,5,1.00,CSR.AU,AUD,AU,,CSR Ltd
CAR.AU,40.280,0.0300,-6.81000,1.06000,0.010,0.00613847,4.96,UTC:23:03-04:59,1.00000000,0.07,CAR.AU,5,1.00,CAR.AU,AUD,AU,,CAR Group Ltd
CGF.AU,6.170,0.0200,-6.81000,1.31000,0.010,0.00613847,0.38,UTC:23:03-04:59,1.00000000,0.07,CGF.AU,10,1.00,CGF.AU,AUD,AU,,Challenger Ltd
CHC.AU,15.520,0.0200,-6.81000,1.31000,0.010,0.00613813,1.91,UTC:23:03-04:59,1.00000000,0.07,CHC.AU,5,1.00,CHC.AU,AUD,AU,,Charter Hall Group
CLW.AU,3.870,0.0100,-6.81000,1.06000,0.010,0.00613825,0.48,UTC:23:03-04:59,1.00000000,0.07,CLW.AU,5,1.00,CLW.AU,AUD,AU,,Charter Hall Long WALE REIT
CQR.AU,3.370,0.0100,-6.81000,1.06000,0.010,0.00613825,0.42,UTC:23:03-04:59,1.00000000,0.07,CQR.AU,5,1.00,CQR.AU,AUD,AU,,Charter Hall Retail REIT
CNU.AU,7.940,0.0200,-6.81000,1.31000,0.010,0.00613825,0.98,UTC:23:03-04:59,1.00000000,0.07,CNU.AU,5,1.00,CNU.AU,AUD,AU,,Chorus Ltd
CWY.AU,2.700,0.0100,-6.81000,0.56000,0.010,0.00613832,0.33,UTC:23:03-04:59,1.00000000,0.07,CWY.AU,5,1.00,CWY.AU,AUD,AU,,Cleanaway Waste Management Ltd
COH.AU,296.870,0.2400,-6.81000,1.31000,0.010,0.00613817,18.27,UTC:23:03-04:59,1.00000000,0.07,COH.AU,10,1.00,COH.AU,AUD,AU,,Cochlear Ltd
COL.AU,17.560,0.0200,-6.81000,1.31000,0.010,0.00613817,1.08,UTC:23:03-04:59,1.00000000,0.07,COL.AU,10,1.00,COL.AU,AUD,AU,,Coles Group Ltd
CKF.AU,8.470,0.0200,-6.81000,1.06000,0.010,0.00613813,1.04,UTC:23:03-04:59,1.00000000,0.07,CKF.AU,5,1.00,CKF.AU,AUD,AU,,Collins Food Ltd
CBA.AU,149.370,0.1300,-6.81000,1.31000,0.010,0.00613821,9.19,UTC:23:03-04:59,1.00000000,0.07,CBA.AU,10,1.00,CBA.AU,AUD,AU,,Commonwealth Bank of Australia
CPU.AU,29.190,0.0200,-6.81000,1.31000,0.010,0.00613794,3.59,UTC:23:03-04:59,1.00000000,0.07,CPU.AU,5,1.00,CPU.AU,AUD,AU,,Computershare Ltd
CTD.AU,12.940,0.0300,-6.81000,0.81000,0.010,0.00613791,1.59,UTC:23:03-04:59,1.00000000,0.07,CTD.AU,5,1.00,CTD.AU,AUD,AU,,Corporate Travel Management Ltd
DXS.AU,7.020,0.0100,-6.81000,1.31000,0.010,0.00613802,0.43,UTC:23:03-04:59,1.00000000,0.07,DXS.AU,10,1.00,DXS.AU,AUD,AU,,Dexus
DHG.AU,2.720,0.0100,-6.81000,1.06000,0.010,0.00613802,0.34,UTC:23:03-04:59,1.00000000,0.07,DHG.AU,5,1.00,DHG.AU,AUD,AU,,Domain Holdings Australia
DMP.AU,30.240,0.0400,-6.81000,0.81000,0.010,0.00613787,3.72,UTC:23:03-04:59,1.00000000,0.07,DMP.AU,5,1.00,DMP.AU,AUD,AU,,Domino's Pizza Enterprises Ltd
DOW.AU,5.650,0.0100,-6.81000,1.31000,0.010,0.00613772,0.70,UTC:23:03-04:59,1.00000000,0.07,DOW.AU,5,1.00,DOW.AU,AUD,AU,,Downer EDI Ltd
ELD.AU,8.620,0.0200,-6.81000,1.06000,0.010,0.00613776,1.06,UTC:23:03-04:59,1.00000000,0.07,ELD.AU,5,1.00,ELD.AU,AUD,AU,,Elders Ltd
EVN.AU,4.620,0.0100,-6.81000,1.06000,0.010,0.00613772,0.57,UTC:23:03-04:59,1.00000000,0.07,EVN.AU,5,1.00,EVN.AU,AUD,AU,,Evolution Mining Ltd
FPH.AU,33.830,0.0400,-6.81000,0.81000,0.010,0.00613776,4.17,UTC:23:03-04:59,1.00000000,0.07,FPH.AU,5,1.00,FPH.AU,AUD,AU,,Fisher & Paykel Healthcare
FBU.AU,2.880,0.0100,-6.81000,-0.44000,0.010,0.00613776,0.36,UTC:23:03-04:59,1.00000000,0.07,FBU.AU,5,1.00,FBU.AU,AUD,AU,,Fletcher Building Ltd
FLT.AU,16.590,0.0200,-6.81000,0.81000,0.010,0.00613768,2.04,UTC:23:03-04:59,1.00000000,0.07,FLT.AU,5,1.00,FLT.AU,AUD,AU,,Flight Centre Travel Group Ltd
FMG.AU,18.250,0.0100,-6.81000,1.31000,0.010,0.00613734,1.12,UTC:23:03-04:59,1.00000000,0.07,FMG.AU,10,1.00,FMG.AU,AUD,AU,,Fortescue Ltd
GEM.AU,1.355,0.0050,-6.81000,1.06000,0.010,0.00613753,0.25,UTC:23:05-04:59,1.00000000,0.07,GEM.AU,3,1.00,GEM.AU,AUD,AU,,G8 Education Ltd
GPT.AU,4.610,0.0100,-6.81000,0.56000,0.010,0.00613742,0.28,UTC:23:05-04:59,1.00000000,0.07,GPT.AU,10,1.00,GPT.AU,AUD,AU,,GPT Group
GOR.AU,1.760,0.0050,-6.81000,1.31000,0.010,0.00613757,0.22,UTC:23:05-04:59,1.00000000,0.07,GOR.AU,5,1.00,GOR.AU,AUD,AU,,Gold Road Resources Ltd
GMG.AU,36.410,0.0200,-6.81000,1.31000,0.010,0.00613753,2.24,UTC:23:05-04:59,1.00000000,0.07,GMG.AU,10,1.00,GMG.AU,AUD,AU,,Goodman Group
GNC.AU,8.830,0.0200,-6.81000,1.31000,0.010,0.00613685,1.09,UTC:23:05-04:59,1.00000000,0.07,GNC.AU,5,1.00,GNC.AU,AUD,AU,,GrainCorp Ltd
HVN.AU,4.480,0.0100,-6.81000,0.81000,0.010,0.00613666,0.55,UTC:23:05-04:59,1.00000000,0.07,HVN.AU,5,1.00,HVN.AU,AUD,AU,,Harvey Norman Holdings Ltd
IFL.AU,3.170,0.0100,-6.81000,1.06000,0.010,0.00613681,0.39,UTC:23:05-04:59,1.00000000,0.07,IFL.AU,5,1.00,IFL.AU,AUD,AU,,Insignia Financial Ltd
IPH.AU,5.270,0.0100,-6.81000,1.06000,0.010,0.00613674,0.65,UTC:23:05-04:59,1.00000000,0.07,IPH.AU,5,1.00,IPH.AU,AUD,AU,,IPH Ltd
IEL.AU,13.500,0.0200,-6.81000,0.81000,0.010,0.00613666,1.66,UTC:23:05-04:59,1.00000000,0.07,IEL.AU,5,1.00,IEL.AU,AUD,AU,,Idp Education Limited
ILU.AU,5.570,0.0100,-6.81000,1.31000,0.010,0.00613663,0.69,UTC:23:05-04:59,1.00000000,0.07,ILU.AU,5,1.00,ILU.AU,AUD,AU,,Iluka Resources
IPL.AU,2.990,0.0100,-6.81000,1.31000,0.010,0.00613670,0.18,UTC:23:05-04:59,1.00000000,0.07,IPL.AU,10,1.00,IPL.AU,AUD,AU,,Incitec Pivot
IGO.AU,5.190,0.0100,-6.81000,0.81000,0.010,0.00613685,0.64,UTC:23:05-04:59,1.00000000,0.07,IGO.AU,5,1.00,IGO.AU,AUD,AU,,IGO Ltd
IAG.AU,7.770,0.0100,-6.81000,1.31000,0.010,0.00613681,0.48,UTC:23:05-04:59,1.00000000,0.07,IAG.AU,10,1.00,IAG.AU,AUD,AU,,Insurance Australia Group Ltd
IRE.AU,9.840,0.0100,-6.81000,1.31000,0.010,0.00613681,1.82,UTC:23:05-04:59,1.00000000,0.07,IRE.AU,3,1.00,IRE.AU,AUD,AU,,Iress Ltd
JBH.AU,87.700,0.0900,-6.81000,1.31000,0.010,0.00613681,10.80,UTC:23:05-04:59,1.00000000,0.07,JBH.AU,5,1.00,JBH.AU,AUD,AU,,JB Hi-Fi Ltd
JHX.AU,53.290,0.0900,-6.81000,1.06000,0.010,0.00613674,6.57,UTC:23:05-04:59,1.00000000,0.07,JHX.AU,5,1.00,JHX.AU,AUD,AU,,James Hardie Industries Plc
KGN.AU,4.890,0.0100,-6.81000,0.81000,0.010,0.00613670,1.51,UTC:23:05-04:59,1.00000000,0.07,KGN.AU,2,1.00,KGN.AU,AUD,AU,,Kogan.com Ltd
LLC.AU,6.620,0.0100,-6.81000,1.06000,0.010,0.00613670,0.41,UTC:23:05-04:59,1.00000000,0.07,LLC.AU,10,1.00,LLC.AU,AUD,AU,,Lendlease Group
LYC.AU,7.580,0.0100,-6.81000,0.81000,0.010,0.00613674,0.93,UTC:23:05-04:59,1.00000000,0.07,LYC.AU,5,1.00,LYC.AU,AUD,AU,,Lynas Rare Earths Ltd
MQG.AU,227.190,0.0900,-6.81000,1.31000,0.010,0.00613685,13.97,UTC:23:05-04:59,1.00000000,0.07,MQG.AU,10,1.00,MQG.AU,AUD,AU,,Macquarie Group Ltd
MFG.AU,10.100,0.0100,-6.81000,1.06000,0.010,0.00613696,1.24,UTC:23:05-04:59,1.00000000,0.07,MFG.AU,5,1.00,MFG.AU,AUD,AU,,Magellan Financial Group Ltd
MPL.AU,3.710,0.0100,-6.81000,0.06000,0.010,0.00613704,0.23,UTC:23:05-04:59,1.00000000,0.07,MPL.AU,10,1.00,MPL.AU,AUD,AU,,Medibank Private Ltd
MTS.AU,3.050,0.0100,-6.81000,1.31000,0.010,0.00613708,0.38,UTC:23:05-04:59,1.00000000,0.07,MTS.AU,5,1.00,MTS.AU,AUD,AU,,Metcash Ltd
MIN.AU,35.010,0.0400,-6.81000,0.81000,0.010,0.00613715,4.31,UTC:23:05-04:59,1.00000000,0.07,MIN.AU,5,1.00,MIN.AU,AUD,AU,,Mineral Resources
MGR.AU,2.120,0.0100,-6.81000,1.31000,0.010,0.00613708,0.13,UTC:23:05-04:59,1.00000000,0.07,MGR.AU,10,1.00,MGR.AU,AUD,AU,,Mirvac Group
MND.AU,12.330,0.0200,-6.81000,1.06000,0.010,0.00613708,1.52,UTC:23:05-04:59,1.00000000,0.07,MND.AU,5,1.00,MND.AU,AUD,AU,,Monadelphous Group
NXT.AU,17.150,0.0200,-6.81000,1.31000,0.010,0.00613708,2.11,UTC:23:07-04:59,1.00000000,0.07,NXT.AU,5,1.00,NXT.AU,AUD,AU,,Nextdc Ltd
NAN.AU,3.300,0.0200,-6.81000,-1.19000,0.010,0.00613719,1.02,UTC:23:07-04:59,1.00000000,0.07,NAN.AU,2,1.00,NAN.AU,AUD,AU,,Nanosonics Ltd
NAB.AU,38.180,0.0300,-6.81000,1.06000,0.010,0.00613715,2.35,UTC:23:07-04:59,1.00000000,0.07,NAB.AU,10,1.00,NAB.AU,AUD,AU,,National Australia Bank Ltd
NSR.AU,2.470,0.0100,-6.81000,0.56000,0.010,0.00613712,0.30,UTC:23:07-04:59,1.00000000,0.07,NSR.AU,5,1.00,NSR.AU,AUD,AU,,National Storage REIT
NWL.AU,29.880,0.0400,-6.81000,1.31000,0.010,0.00613715,3.68,UTC:23:07-04:59,1.00000000,0.07,NWL.AU,5,1.00,NWL.AU,AUD,AU,,Netwealth Group Ltd
NHC.AU,4.740,0.0200,-6.81000,1.06000,0.010,0.00613719,0.59,UTC:23:07-04:59,1.00000000,0.07,NHC.AU,5,1.00,NHC.AU,AUD,AU,,New Hope Corporation Ltd
NWS.AU,49.520,0.0800,-6.81000,-0.19000,0.010,0.00613719,3.05,UTC:23:07-04:59,1.00000000,0.07,NWS.AU,10,1.00,NWS.AU,AUD,AU,,News Corp Class B
NHF.AU,5.730,0.0100,-6.81000,1.06000,0.010,0.00613712,0.71,UTC:23:07-04:59,1.00000000,0.07,NHF.AU,5,1.00,NHF.AU,AUD,AU,,Nib Holdings Limited
NEC.AU,1.160,0.0050,-6.81000,1.06000,0.010,0.00613712,0.14,UTC:23:07-04:59,1.00000000,0.07,NEC.AU,5,1.00,NEC.AU,AUD,AU,,Nine Entertainment Co Holdings Ltd
NST.AU,16.580,0.0100,-6.81000,1.31000,0.010,0.00613708,2.04,UTC:23:07-04:59,1.00000000,0.07,NST.AU,5,1.00,NST.AU,AUD,AU,,Northern Star Resources Ltd
NUF.AU,3.670,0.0100,-6.81000,1.31000,0.010,0.00613712,0.45,UTC:23:07-04:59,1.00000000,0.07,NUF.AU,5,1.00,NUF.AU,AUD,AU,,Nufarm Ltd
ORI.AU,17.550,0.0200,-6.81000,1.31000,0.010,0.00613708,1.08,UTC:23:07-04:59,1.00000000,0.07,ORI.AU,10,1.00,ORI.AU,AUD,AU,,Orica Ltd
ORG.AU,10.130,0.0200,-6.81000,1.31000,0.010,0.00613708,0.62,UTC:23:07-04:59,1.00000000,0.07,ORG.AU,10,1.00,ORG.AU,AUD,AU,,Origin Energy Ltd
ORA.AU,2.450,0.0100,-6.81000,1.31000,0.010,0.00613708,0.76,UTC:23:07-04:59,1.00000000,0.07,ORA.AU,2,1.00,ORA.AU,AUD,AU,,Orora Ltd
PRN.AU,1.160,0.0050,-6.81000,1.06000,0.010,0.00613712,0.21,UTC:23:07-04:59,1.00000000,0.07,PRN.AU,3,1.00,PRN.AU,AUD,AU,,Perenti Global Ltd
PPT.AU,20.350,0.0200,-6.81000,1.06000,0.010,0.00613696,3.76,UTC:23:07-04:59,1.00000000,0.07,PPT.AU,3,1.00,PPT.AU,AUD,AU,,Perpetual Ltd
PLS.AU,3.090,0.0100,-6.81000,1.31000,0.010,0.00613712,0.38,UTC:23:07-04:59,1.00000000,0.07,PLS.AU,5,1.00,PLS.AU,AUD,AU,,Pilbara Minerals Ltd
PTM.AU,1.130,0.0050,-6.81000,1.06000,0.010,0.00613715,0.21,UTC:23:07-04:59,1.00000000,0.07,PTM.AU,3,1.00,PTM.AU,AUD,AU,,Platinum Asset Management
PNV.AU,2.050,0.0100,-6.81000,1.06000,0.010,0.00613715,0.25,UTC:23:07-04:59,1.00000000,0.07,PNV.AU,5,1.00,PNV.AU,AUD,AU,,Polynovo Ltd
PMV.AU,33.650,0.0400,-6.81000,1.31000,0.010,0.00613712,4.14,UTC:23:07-04:59,1.00000000,0.07,PMV.AU,5,1.00,PMV.AU,AUD,AU,,Premier Investments
PME.AU,204.890,0.2000,-6.81000,1.31000,0.010,0.00613715,25.22,UTC:23:07-04:59,1.00000000,0.07,PME.AU,5,1.00,PME.AU,AUD,AU,,Pro Medicus Ltd
QBE.AU,18.730,0.0100,-6.81000,1.31000,0.010,0.00613712,1.15,UTC:23:07-04:59,1.00000000,0.07,QBE.AU,10,1.00,QBE.AU,AUD,AU,,QBE Insurance Group Ltd
QUB.AU,3.830,0.0100,-6.81000,1.31000,0.010,0.00613712,0.47,UTC:23:07-04:59,1.00000000,0.07,QUB.AU,5,1.00,QUB.AU,AUD,AU,,QUBE Holdings Ltd
QAN.AU,8.560,0.0100,-6.81000,1.06000,0.010,0.00613719,0.53,UTC:23:07-04:59,1.00000000,0.07,QAN.AU,10,1.00,QAN.AU,AUD,AU,,Qantas Airways Ltd
REA.AU,241.470,0.1600,-6.81000,1.31000,0.010,0.00613712,29.71,UTC:23:07-04:59,1.00000000,0.07,REA.AU,5,1.00,REA.AU,AUD,AU,,REA Group
RGN.AU,2.150,0.0100,-6.81000,1.31000,0.010,0.00613712,0.27,UTC:23:07-04:59,1.00000000,0.07,RGN.AU,5,1.00,RGN.AU,AUD,AU,,Region Re Ltd
RHC.AU,37.700,0.0500,-6.81000,1.31000,0.010,0.00613723,2.32,UTC:23:07-04:59,1.00000000,0.07,RHC.AU,10,1.00,RHC.AU,AUD,AU,,Ramsay Health Care Ltd
RRL.AU,2.450,0.0100,-6.81000,1.06000,0.010,0.00613723,0.30,UTC:23:07-04:59,1.00000000,0.07,RRL.AU,5,1.00,RRL.AU,AUD,AU,,Regis Resources
RWC.AU,5.210,0.0100,-6.81000,1.31000,0.010,0.00613719,0.64,UTC:23:07-04:59,1.00000000,0.07,RWC.AU,5,1.00,RWC.AU,AUD,AU,,Reliance Worldwide Corporation Ltd
RMD.AU,37.480,0.0100,-6.81000,1.31000,0.010,0.00613730,2.30,UTC:23:07-04:59,1.00000000,0.07,RMD.AU,10,1.00,RMD.AU,AUD,AU,,Resmed Inc
RSG.AU,0.430,0.0050,-6.81000,1.06000,0.010,0.00613719,0.05,UTC:23:07-04:59,1.00000000,0.07,RSG.AU,5,1.00,RSG.AU,AUD,AU,,Resolute Mining
RIO.AU,113.760,0.0300,-6.81000,1.31000,0.010,0.00613738,7.00,UTC:23:07-04:59,1.00000000,0.07,RIO.AU,10,1.00,RIO.AU,AUD,AU,,Rio Tinto Ltd
SXL.AU,0.520,0.0050,-6.81000,1.81000,0.010,0.00613745,0.16,UTC:23:10-04:59,1.00000000,0.07,SXL.AU,2,1.00,SXL.AU,AUD,AU,,Southern Cross Media Group
SFR.AU,10.110,0.0100,-6.81000,1.06000,0.010,0.00613764,1.24,UTC:23:10-04:59,1.00000000,0.07,SFR.AU,5,1.00,SFR.AU,AUD,AU,,Sandfire Resources
STO.AU,6.680,0.0100,-6.81000,1.31000,0.010,0.00613806,0.82,UTC:23:10-04:59,1.00000000,0.07,STO.AU,5,1.00,STO.AU,AUD,AU,,Santos Ltd
SCG.AU,3.450,0.0100,-6.81000,1.31000,0.010,0.00613813,0.21,UTC:23:10-04:59,1.00000000,0.07,SCG.AU,10,1.00,SCG.AU,AUD,AU,,Scentre Group
SEK.AU,24.990,0.0300,-6.81000,1.31000,0.010,0.00613809,3.08,UTC:23:10-04:59,1.00000000,0.07,SEK.AU,5,1.00,SEK.AU,AUD,AU,,Seek Ltd
SVW.AU,44.440,0.0200,-6.81000,1.31000,0.010,0.00613809,5.47,UTC:23:10-04:59,1.00000000,0.07,SVW.AU,5,1.00,SVW.AU,AUD,AU,,Seven Group Holdings
SGM.AU,12.650,0.0300,-6.81000,1.31000,0.010,0.00613806,1.56,UTC:23:10-04:59,1.00000000,0.07,SGM.AU,5,1.00,SGM.AU,AUD,AU,,Sims Ltd
SKC.AU,1.270,0.0050,-6.81000,1.06000,0.010,0.00613806,0.16,UTC:23:10-04:59,1.00000000,0.07,SKC.AU,5,1.00,SKC.AU,AUD,AU,,Skycity Entertainment Group Ltd
SIQ.AU,8.020,0.0200,-6.81000,1.06000,0.010,0.00613791,0.99,UTC:23:10-04:59,1.00000000,0.07,SIQ.AU,5,1.00,SIQ.AU,AUD,AU,,Smartgroup Corporation
SHL.AU,26.430,0.0300,-6.81000,1.31000,0.010,0.00613809,1.63,UTC:23:10-04:59,1.00000000,0.07,SHL.AU,10,1.00,SHL.AU,AUD,AU,,Sonic Healthcare Ltd
S32.AU,3.530,0.0100,-6.81000,1.31000,0.010,0.00613817,0.22,UTC:23:10-04:59,1.00000000,0.07,S32.AU,10,1.00,S32.AU,AUD,AU,,SOUTH32 Ltd
SPK.AU,2.750,0.0100,-6.81000,1.06000,0.010,0.00613821,0.17,UTC:23:10-04:59,1.00000000,0.07,SPK.AU,10,1.00,SPK.AU,AUD,AU,,Spark New Zealand
SDF.AU,5.580,0.0100,-6.81000,1.31000,0.010,0.00613813,0.69,UTC:23:10-04:59,1.00000000,0.07,SDF.AU,5,1.00,SDF.AU,AUD,AU,,Steadfast Group Ltd
SGP.AU,5.170,0.0100,-6.81000,1.31000,0.010,0.00613851,0.32,UTC:23:10-04:59,1.00000000,0.07,SGP.AU,10,1.00,SGP.AU,AUD,AU,,Stockland Corporation Ltd
SUN.AU,18.680,0.0200,-6.81000,1.31000,0.010,0.00613821,1.15,UTC:23:10-04:59,1.00000000,0.07,SUN.AU,10,1.00,SUN.AU,AUD,AU,,Suncorp Group Ltd
SUL.AU,14.700,0.0200,-6.81000,1.31000,0.010,0.00613809,1.81,UTC:23:10-04:59,1.00000000,0.07,SUL.AU,5,1.00,SUL.AU,AUD,AU,,Super Retail Group Ltd
TPG.AU,4.350,0.0100,-6.81000,1.31000,0.010,0.00613794,0.54,UTC:23:10-04:59,1.00000000,0.07,TPG.AU,5,1.00,TPG.AU,AUD,AU,,TPG Telecom Ltd
TAH.AU,0.480,0.0050,-6.81000,0.06000,0.010,0.00613806,0.06,UTC:23:10-04:59,1.00000000,0.07,TAH.AU,5,1.00,TAH.AU,AUD,AU,,Tabcorp Holdings Ltd
TNE.AU,26.650,0.0200,-6.81000,0.56000,0.010,0.00613798,3.28,UTC:23:10-04:59,1.00000000,0.07,TNE.AU,5,1.00,TNE.AU,AUD,AU,,Technology One
TLS.AU,3.840,0.0100,-6.81000,1.31000,0.010,0.00613806,0.24,UTC:23:10-04:59,1.00000000,0.07,TLS.AU,10,1.00,TLS.AU,AUD,AU,,Telstra Group Ltd
A2M.AU,4.740,0.0100,-6.81000,0.06000,0.010,0.00613806,0.58,UTC:23:05-04:59,1.00000000,0.07,A2M.AU,5,1.00,A2M.AU,AUD,AU,,A2 Milk Company Ltd
TWE.AU,10.900,0.0100,-6.81000,1.31000,0.010,0.00613787,0.67,UTC:23:10-04:59,1.00000000,0.07,TWE.AU,10,1.00,TWE.AU,AUD,AU,,Treasury Wine Estates Ltd
URW.AU,5.880,0.0200,-6.81000,1.06000,0.010,0.00613794,0.72,UTC:23:10-04:59,1.00000000,0.07,URW.AU,5,1.00,URW.AU,AUD,AU,,Unibail-Rodamco-Westfield
